START_DATE,Start Time,END_DATE,End time,CATEGORY,START,STOP,MILES,KM,PURPOSE,Ride Duration(Minutes) ,Ride Duration(Hour),Speed(Miles/hour),,,
01-12-2016,12:53:00 PM,01-12-2016,01:09:00 PM,Business,Hudson Square,Lower Manhattan,4,6.436,Meal/Entertain,00:16:00,0.266666667,15,,,
01-12-2016,02:42:00 PM,01-12-2016,02:56:00 PM,Business,Lower Manhattan,Hudson Square,1.8,2.8962,Errand/Supplies,00:14:00,0.233333333,7.714285714,,,
01-12-2016,03:13:00 PM,01-12-2016,03:28:00 PM,Business,Hudson Square,Hell's Kitchen,2.4,3.8616,Customer Visit,00:15:00,0.25,9.6,,,
01-12-2016,03:42:00 PM,01-12-2016,03:54:00 PM,Business,Hell's Kitchen,Midtown,2,3.218,Errand/Supplies,00:12:00,0.2,10,,,
01-12-2016,04:02:00 PM,01-12-2016,05:00:00 PM,Business,New York,Queens County,15.1,24.2959,Meeting,00:58:00,0.966666667,15.62068966,,,
13-01-2016,01:54:00 PM,13-01-2016,02:07:00 PM,Business,Downtown,Gulfton,11.2,18.0208,Meeting,00:13:00,0.216666667,51.69230769,,,
13-01-2016,03:00:00 PM,13-01-2016,03:28:00 PM,Business,Gulfton,Downtown,11.8,18.9862,Meeting,00:28:00,0.466666667,25.28571429,,,
14-01-2016,04:29:00 PM,14-01-2016,05:05:00 PM,Business,Houston,Houston,21.9,35.2371,Customer Visit,00:36:00,0.6,36.5,,,
14-01-2016,09:39:00 PM,14-01-2016,09:45:00 PM,Business,Eagan Park,Jamestown Court,3.9,6.2751,Errand/Supplies,00:06:00,0.1,39,,,
15-01-2016,12:41:00 AM,15-01-2016,01:01:00 AM,Business,Morrisville,Cary,8,12.872,Errand/Supplies,00:20:00,0.333333333,24,,,
15-01-2016,11:43:00 AM,15-01-2016,12:03:00 PM,Business,Cary,Durham,10.4,16.7336,Meal/Entertain,00:20:00,0.333333333,31.2,,,
15-01-2016,01:26:00 PM,15-01-2016,01:44:00 PM,Business,Durham,Cary,10.4,16.7336,Meal/Entertain,00:18:00,0.3,34.66666667,,,
18-01-2016,02:55:00 PM,18-01-2016,03:06:00 PM,Business,Cary,Cary,4.8,7.7232,Meal/Entertain,00:11:00,0.183333333,26.18181818,,,
18-01-2016,04:13:00 PM,18-01-2016,04:24:00 PM,Business,Farmington Woods,Whitebridge,4.7,7.5623,Meal/Entertain,00:11:00,0.183333333,25.63636364,,,
19-01-2016,09:09:00 AM,19-01-2016,09:23:00 AM,Business,Whitebridge,Lake Wellingborough,7.2,11.5848,,00:14:00,0.233333333,30.85714286,,,
19-01-2016,10:55:00 AM,19-01-2016,11:09:00 AM,Business,Lake Wellingborough,Whitebridge,7.6,12.2284,Temporary Site,00:14:00,0.233333333,32.57142857,,,
13-01-2016,01:55:00 PM,20-01-2016,11:11:00 AM,Business,Cary,Raleigh,17.1,27.5139,Meeting,21:16:00,21.26666667,0.804075235,,,
13-01-2016,03:01:00 PM,20-01-2016,12:19:00 PM,Business,Fayetteville Street,Umstead,15.1,24.2959,Meeting,21:18:00,21.3,0.708920188,,,
14-01-2016,04:30:00 PM,20-01-2016,02:19:00 PM,Business,Raleigh,Cary,40.2,64.6818,Customer Visit,21:49:00,21.81666667,1.84262796,,,
14-01-2016,09:40:00 PM,21-01-2016,02:29:00 PM,Business,Cary,Cary,1.6,2.5744,Errand/Supplies,16:49:00,16.81666667,0.095143707,,,
15-01-2016,12:42:00 AM,21-01-2016,02:51:00 PM,Business,Cary,Cary,2.4,3.8616,Meal/Entertain,14:09:00,14.15,0.169611307,,,
15-01-2016,11:44:00 AM,21-01-2016,04:06:00 PM,Business,Cary,Cary,1,1.609,Meal/Entertain,04:22:00,4.366666667,0.229007634,,,
15-01-2016,01:27:00 PM,26-01-2016,10:50:00 AM,Business,Whitebridge,Hazelwood,2,3.218,Meal/Entertain,21:23:00,21.38333333,0.093530787,,,
18-01-2016,02:56:00 PM,26-01-2016,12:41:00 PM,Business,Hazelwood,Whitebridge,2.3,3.7007,Errand/Supplies,21:45:00,21.75,0.105747126,,,
18-01-2016,04:14:00 PM,26-01-2016,04:32:00 PM,Business,Whitebridge,Westpark Place,1.9,3.0571,Errand/Supplies,00:18:00,0.3,6.333333333,,,
19-01-2016,09:10:00 AM,26-01-2016,05:22:00 PM,Business,Cary,Cary,1.4,2.2526,Errand/Supplies,08:12:00,8.2,0.170731707,,,
19-01-2016,10:56:00 AM,26-01-2016,05:29:00 PM,Business,Cary,Cary,0.5,0.8045,Errand/Supplies,06:33:00,6.55,0.076335878,,,
13-01-2016,01:56:00 PM,27-01-2016,09:31:00 AM,Business,Cary,Cary,1.8,2.8962,Meeting,19:35:00,19.58333333,0.091914894,,,
13-01-2016,03:02:00 PM,27-01-2016,10:48:00 AM,Business,Cary,Raleigh,18.7,30.0883,Customer Visit,19:46:00,19.76666667,0.946037099,,,
14-01-2016,04:31:00 PM,27-01-2016,12:44:00 PM,Business,Fairmont,Meredith Townes,3.4,5.4706,Customer Visit,20:13:00,20.21666667,0.168178071,,,
14-01-2016,09:41:00 PM,27-01-2016,02:13:00 PM,Business,Raleigh,Raleigh,2.7,4.3443,Customer Visit,16:32:00,16.53333333,0.163306452,,,
15-01-2016,12:43:00 AM,27-01-2016,03:08:00 PM,Business,Raleigh,Cary,12.9,20.7561,Customer Visit,14:25:00,14.41666667,0.894797688,,,
15-01-2016,11:45:00 AM,28-01-2016,01:00:00 PM,Business,Cary,Raleigh,19,30.571,Temporary Site,01:15:00,1.25,15.2,,,
15-01-2016,01:28:00 PM,28-01-2016,03:31:00 PM,Business,Meredith Townes,Leesville Hollow,14.7,23.6523,Meeting,02:03:00,2.05,7.170731707,,,
18-01-2016,02:57:00 PM,28-01-2016,04:51:00 PM,Business,Raleigh,Cary,15.7,25.2613,Meeting,01:54:00,1.9,8.263157895,,,
18-01-2016,04:15:00 PM,29-01-2016,09:45:00 AM,Business,Cary,Cary,4.6,7.4014,Customer Visit,17:30:00,17.5,0.262857143,,,
19-01-2016,09:11:00 AM,29-01-2016,11:07:00 AM,Business,Cary,Cary,5.2,8.3668,Meeting,01:56:00,1.933333333,2.689655172,,,
19-01-2016,10:57:00 AM,29-01-2016,12:03:00 PM,Business,Cary,Durham,10.4,16.7336,Meeting,01:06:00,1.1,9.454545455,,,
13-01-2016,01:57:00 PM,29-01-2016,01:47:00 PM,Business,Durham,Cary,10.1,16.2509,Meeting,23:50:00,23.83333333,0.423776224,,,
13-01-2016,03:03:00 PM,29-01-2016,06:52:00 PM,Business,Cary,Apex,5.8,9.3322,Errand/Supplies,03:49:00,3.816666667,1.519650655,,,
14-01-2016,04:32:00 PM,29-01-2016,09:40:00 PM,Business,Apex,Cary,5.5,8.8495,Meal/Entertain,05:08:00,5.133333333,1.071428571,,,
14-01-2016,09:42:00 PM,30-01-2016,04:33:00 PM,Business,Cary,Apex,5.7,9.1713,Errand/Supplies,18:51:00,18.85,0.302387268,,,
15-01-2016,12:44:00 AM,30-01-2016,06:24:00 PM,Business,Apex,Cary,5.7,9.1713,Customer Visit,17:40:00,17.66666667,0.322641509,,,
02-01-2016,10:35:00 AM,02-01-2016,11:15:00 AM,Business,Cary,Chapel Hill,19.4,31.2146,Customer Visit,00:40:00,0.666666667,29.1,,,
02-01-2016,12:10:00 PM,02-01-2016,12:43:00 PM,Business,Chapel Hill,Cary,23.3,37.4897,Customer Visit,00:33:00,0.55,42.36363636,,,
02-01-2016,12:56:00 PM,02-01-2016,01:07:00 PM,Business,Northwoods,Whitebridge,3.9,6.2751,Meal/Entertain,00:11:00,0.183333333,21.27272727,,,
02-02-2016,01:04:00 PM,02-02-2016,01:23:00 PM,Business,Whitebridge,Williamsburg Manor,8.3,13.3547,Meeting,00:19:00,0.316666667,26.21052632,,,
02-02-2016,01:51:00 PM,02-02-2016,02:06:00 PM,Business,Cary,Cary,6,9.654,Errand/Supplies,00:15:00,0.25,24,,,
02-02-2016,02:38:00 PM,02-02-2016,02:42:00 PM,Business,Cary,Cary,1.6,2.5744,Errand/Supplies,00:04:00,0.066666667,24,,,
02-04-2016,08:40:00 AM,02-04-2016,09:01:00 AM,Business,Cary,Morrisville,5.2,8.3668,Errand/Supplies,00:21:00,0.35,14.85714286,,,
02-04-2016,09:37:00 AM,02-04-2016,10:09:00 AM,Business,Morrisville,Cary,9.7,15.6073,Meal/Entertain,00:32:00,0.533333333,18.1875,,,
02-04-2016,10:26:00 AM,02-04-2016,10:32:00 AM,Business,Cary,Cary,1.6,2.5744,Meal/Entertain,00:06:00,0.1,16,,,
02-04-2016,03:59:00 PM,02-04-2016,04:03:00 PM,Business,Cary,Cary,1.1,1.7699,Meal/Entertain,00:04:00,0.066666667,16.5,,,
02-04-2016,04:35:00 PM,02-04-2016,04:39:00 PM,Business,Cary,Cary,1.6,2.5744,Meal/Entertain,00:04:00,0.066666667,24,,,
02-04-2016,06:04:00 PM,02-04-2016,06:31:00 PM,Business,Whitebridge,Macgregor Downs,9,14.481,Meeting,00:27:00,0.45,20,,,
02-04-2016,08:36:00 PM,02-04-2016,08:55:00 PM,Business,Cary,Cary,7.7,12.3893,Meeting,00:19:00,0.316666667,24.31578947,,,
02-05-2016,11:47:00 AM,02-05-2016,12:07:00 PM,Business,Cary,Durham,10.4,16.7336,Meeting,00:20:00,0.333333333,31.2,,,
02-05-2016,01:22:00 PM,02-05-2016,01:41:00 PM,Business,Durham,Cary,10.4,16.7336,Meeting,00:19:00,0.316666667,32.84210526,,,
02-06-2016,04:20:00 PM,02-06-2016,04:53:00 PM,Business,Cary,Raleigh,11.4,18.3426,Between Offices,00:33:00,0.55,20.72727273,,,
02-06-2016,06:57:00 PM,02-06-2016,07:21:00 PM,Business,Raleigh,Cary,9,14.481,Errand/Supplies,00:24:00,0.4,22.5,,,
02-06-2016,07:28:00 PM,02-06-2016,07:37:00 PM,Business,Edgehill Farms,Whitebridge,3.2,5.1488,Meal/Entertain,00:09:00,0.15,21.33333333,,,
02-07-2016,04:49:00 PM,02-07-2016,05:01:00 PM,Business,Cary,Apex,5.6,9.0104,Errand/Supplies,00:12:00,0.2,28,,,
02-07-2016,06:03:00 PM,02-07-2016,06:17:00 PM,Business,Apex,Cary,5.7,9.1713,Customer Visit,00:14:00,0.233333333,24.42857143,,,
02-07-2016,06:39:00 PM,02-07-2016,06:53:00 PM,Business,Cary,Morrisville,6.1,9.8149,Temporary Site,00:14:00,0.233333333,26.14285714,,,
02-07-2016,08:22:00 PM,02-07-2016,08:40:00 PM,Business,Morrisville,Cary,6.1,9.8149,Meeting,00:18:00,0.3,20.33333333,,,
02-08-2016,12:57:00 PM,02-08-2016,01:08:00 PM,Business,Whitebridge,Edgehill Farms,4.3,6.9187,Meal/Entertain,00:11:00,0.183333333,23.45454545,,,
02-08-2016,02:00:00 PM,02-08-2016,02:10:00 PM,Business,Edgehill Farms,Whitebridge,2.7,4.3443,Meal/Entertain,00:10:00,0.166666667,16.2,,,
02-09-2016,10:54:00 AM,02-09-2016,11:07:00 AM,Personal,Whitebridge,Northwoods,5.3,8.5277,,00:13:00,0.216666667,24.46153846,,,
02-09-2016,11:43:00 AM,02-09-2016,11:50:00 AM,Personal,Northwoods,Tanglewood,3,4.827,,00:07:00,0.116666667,25.71428571,,,
02-09-2016,01:36:00 PM,02-09-2016,01:52:00 PM,Personal,Tanglewood,Preston,5.1,8.2059,,00:16:00,0.266666667,19.125,,,
02-09-2016,01:58:00 PM,02-09-2016,02:02:00 PM,Personal,Preston,Whitebridge,1.5,2.4135,,00:04:00,0.066666667,22.5,,,
02-09-2016,06:55:00 PM,02-09-2016,07:11:00 PM,Business,Cary,Morrisville,6.1,9.8149,,00:16:00,0.266666667,22.875,,,
02-09-2016,08:24:00 PM,02-09-2016,08:40:00 PM,Business,Morrisville,Cary,6.1,9.8149,Meal/Entertain,00:16:00,0.266666667,22.875,,,
02-11-2016,04:28:00 PM,02-11-2016,05:10:00 PM,Business,Cary,Raleigh,17.3,27.8357,Meal/Entertain,00:42:00,0.7,24.71428571,,,
02-11-2016,05:49:00 PM,02-11-2016,06:10:00 PM,Business,Eastgate,Walnut Terrace,5.7,9.1713,Meal/Entertain,00:21:00,0.35,16.28571429,,,
02-11-2016,06:24:00 PM,02-11-2016,06:46:00 PM,Business,Raleigh,Morrisville,13.5,21.7215,Temporary Site,00:22:00,0.366666667,36.81818182,,,
02-11-2016,08:36:00 PM,02-11-2016,08:51:00 PM,Business,Morrisville,Cary,6.1,9.8149,Temporary Site,00:15:00,0.25,24.4,,,
02-12-2016,08:21:00 AM,02-12-2016,08:42:00 AM,Business,Cary,Durham,8.5,13.6765,Temporary Site,00:21:00,0.35,24.28571429,,,
02-12-2016,10:45:00 AM,02-12-2016,10:52:00 AM,Business,Durham,Morrisville,2.6,4.1834,Temporary Site,00:07:00,0.116666667,22.28571429,,,
02-12-2016,11:14:00 AM,02-12-2016,11:35:00 AM,Business,Morrisville,Raleigh,17,27.353,Customer Visit,00:21:00,0.35,48.57142857,,,
02-12-2016,01:02:00 PM,02-12-2016,01:36:00 PM,Business,Raleigh,Cary,18,28.962,Meeting,00:34:00,0.566666667,31.76470588,,,
02-12-2016,02:49:00 PM,02-12-2016,03:06:00 PM,Business,Cary,Morrisville,8.4,13.5156,Meeting,00:17:00,0.283333333,29.64705882,,,
02-12-2016,03:33:00 PM,02-12-2016,04:06:00 PM,Business,Morrisville,Cary,11.5,18.5035,Customer Visit,00:33:00,0.55,20.90909091,,,
13-02-2016,02:21:00 PM,13-02-2016,02:41:00 PM,Business,Cary,Morrisville,8.9,14.3201,Meeting,00:20:00,0.333333333,26.7,,,
13-02-2016,11:45:00 PM,14-02-2016,12:01:00 AM,Personal,East Elmhurst,Jackson Heights,2.7,4.3443,,00:16:00,0.266666667,10.125,,,
14-02-2016,12:50:00 AM,14-02-2016,01:00:00 AM,Personal,Jackson Heights,East Elmhurst,1.8,2.8962,,00:10:00,0.166666667,10.8,,,
14-02-2016,02:07:00 PM,14-02-2016,02:40:00 PM,Business,East Elmhurst,New York,8.1,13.0329,Meeting,00:33:00,0.55,14.72727273,,,
14-02-2016,02:46:00 PM,14-02-2016,03:03:00 PM,Business,Midtown,Midtown West,2,3.218,Meeting,00:17:00,0.283333333,7.058823529,,,
14-02-2016,04:35:00 PM,14-02-2016,05:02:00 PM,Business,New York,Long Island City,13,20.917,Meeting,00:27:00,0.45,28.88888889,,,
14-02-2016,05:06:00 PM,14-02-2016,05:29:00 PM,Business,Long Island City,Jamaica,13.9,22.3651,Meeting,00:23:00,0.383333333,36.26086957,,,
16-02-2016,03:21:00 AM,16-02-2016,04:13:00 AM,Business,Katunayaka,Unknown Location,43.7,70.3133,Customer Visit,00:52:00,0.866666667,50.42307692,,,
16-02-2016,08:29:00 AM,16-02-2016,09:34:00 AM,Business,Unknown Location,Colombo,14.1,22.6869,,01:05:00,1.083333333,13.01538462,,,
16-02-2016,10:31:00 AM,16-02-2016,10:41:00 AM,Business,Colombo,Colombo,2.6,4.1834,,00:10:00,0.166666667,15.6,,,
16-02-2016,11:32:00 AM,16-02-2016,12:02:00 PM,Business,Colombo,Colombo,4.5,7.2405,,00:30:00,0.5,9,,,
16-02-2016,12:39:00 PM,16-02-2016,12:42:00 PM,Business,Colombo,Colombo,1.7,2.7353,,00:03:00,0.05,34,,,
16-02-2016,01:43:00 PM,16-02-2016,01:55:00 PM,Business,Colombo,Colombo,1.8,2.8962,Temporary Site,00:12:00,0.2,9,,,
16-02-2016,04:34:00 PM,16-02-2016,05:10:00 PM,Business,Colombo,Colombo,6,9.654,,00:36:00,0.6,10,,,
16-02-2016,05:17:00 PM,16-02-2016,05:26:00 PM,Business,Colombo,Nugegoda,1.1,1.7699,Meal/Entertain,00:09:00,0.15,7.333333333,,,
16-02-2016,05:40:00 PM,16-02-2016,05:44:00 PM,Business,Nugegoda,Unknown Location,3.6,5.7924,Errand/Supplies,00:04:00,0.066666667,54,,,
17-02-2016,01:18:00 PM,17-02-2016,02:04:00 PM,Business,Unknown Location,Colombo,14.7,23.6523,Temporary Site,00:46:00,0.766666667,19.17391304,,,
17-02-2016,03:17:00 PM,17-02-2016,03:22:00 PM,Business,Colombo,Colombo,1.7,2.7353,Meal/Entertain,00:05:00,0.083333333,20.4,,,
17-02-2016,03:33:00 PM,17-02-2016,04:17:00 PM,Business,Colombo,Katunayaka,21.4,34.4326,Temporary Site,00:44:00,0.733333333,29.18181818,,,
17-02-2016,04:38:00 PM,17-02-2016,04:43:00 PM,Business,Katunayaka,Katunayaka,0.5,0.8045,Errand/Supplies,00:05:00,0.083333333,6,,,
18-02-2016,08:19:00 AM,18-02-2016,08:27:00 AM,Business,Unknown Location,Unknown Location,23.5,37.8115,Temporary Site,00:08:00,0.133333333,176.25,,,
18-02-2016,02:03:00 PM,18-02-2016,02:45:00 PM,Business,Unknown Location,Islamabad,12.7,20.4343,Temporary Site,00:42:00,0.7,18.14285714,,,
18-02-2016,03:16:00 PM,18-02-2016,03:31:00 PM,Business,Islamabad,Unknown Location,6,9.654,Temporary Site,00:15:00,0.25,24,,,
18-02-2016,06:44:00 PM,18-02-2016,06:58:00 PM,Business,Unknown Location,Islamabad,5.2,8.3668,Customer Visit,00:14:00,0.233333333,22.28571429,,,
18-02-2016,07:27:00 PM,18-02-2016,08:08:00 PM,Business,Islamabad,Unknown Location,10,16.09,Meeting,00:41:00,0.683333333,14.63414634,,,
19-02-2016,09:02:00 AM,19-02-2016,09:14:00 AM,Business,Unknown Location,Unknown Location,18.3,29.4447,Meeting,00:12:00,0.2,91.5,,,
19-02-2016,09:21:00 AM,19-02-2016,09:51:00 AM,Business,Unknown Location,Unknown Location,11.2,18.0208,Meeting,00:30:00,0.5,22.4,,,
19-02-2016,10:21:00 AM,19-02-2016,10:48:00 AM,Business,Unknown Location,Islamabad,7.6,12.2284,Meeting,00:27:00,0.45,16.88888889,,,
19-02-2016,11:20:00 AM,19-02-2016,11:26:00 AM,Personal,Islamabad,Islamabad,1.5,2.4135,,00:06:00,0.1,15,,,
19-02-2016,11:45:00 AM,19-02-2016,11:50:00 AM,Personal,Islamabad,Islamabad,1,1.609,,00:05:00,0.083333333,12,,,
19-02-2016,12:09:00 PM,19-02-2016,12:27:00 PM,Business,Islamabad,Unknown Location,7.3,11.7457,Temporary Site,00:18:00,0.3,24.33333333,,,
19-02-2016,04:26:00 PM,19-02-2016,04:45:00 PM,Business,Unknown Location,Islamabad,3.5,5.6315,,00:19:00,0.316666667,11.05263158,,,
19-02-2016,05:09:00 PM,19-02-2016,05:20:00 PM,Business,Islamabad,Islamabad,4.2,6.7578,,00:11:00,0.183333333,22.90909091,,,
19-02-2016,08:08:00 PM,19-02-2016,08:30:00 PM,Personal,Islamabad,Unknown Location,13.6,21.8824,,00:22:00,0.366666667,37.09090909,,,
19-02-2016,08:34:00 PM,19-02-2016,08:51:00 PM,Personal,Unknown Location,Unknown Location,2.5,4.0225,,00:17:00,0.283333333,8.823529412,,,
20-02-2016,07:59:00 AM,20-02-2016,08:32:00 AM,Personal,Unknown Location,Islamabad,14.4,23.1696,,00:33:00,0.55,26.18181818,,,
20-02-2016,10:48:00 AM,20-02-2016,10:56:00 AM,Personal,Islamabad,Islamabad,3,4.827,,00:08:00,0.133333333,22.5,,,
20-02-2016,11:45:00 AM,20-02-2016,11:53:00 AM,Personal,Islamabad,Islamabad,1.5,2.4135,,00:08:00,0.133333333,11.25,,,
20-02-2016,12:41:00 PM,20-02-2016,01:17:00 PM,Business,Islamabad,R?walpindi,18.4,29.6056,,00:36:00,0.6,30.66666667,,,
20-02-2016,02:50:00 PM,20-02-2016,03:54:00 PM,Business,R?walpindi,R?walpindi,23.1,37.1679,Meeting,01:04:00,1.066666667,21.65625,,,
20-02-2016,04:59:00 PM,20-02-2016,05:54:00 PM,Personal,R?walpindi,Unknown Location,16.5,26.5485,,00:55:00,0.916666667,18,,,
20-02-2016,06:00:00 PM,20-02-2016,06:03:00 PM,Business,Unknown Location,Unknown Location,3.2,5.1488,Errand/Supplies,00:03:00,0.05,64,,,
20-02-2016,07:28:00 PM,20-02-2016,07:49:00 PM,Business,Unknown Location,Unknown Location,7.7,12.3893,Errand/Supplies,00:21:00,0.35,22,,,
21-02-2016,09:07:00 AM,21-02-2016,09:46:00 AM,Business,Unknown Location,Islamabad,14.5,23.3305,,00:39:00,0.65,22.30769231,,,
21-02-2016,11:39:00 AM,21-02-2016,11:43:00 AM,Business,Unknown Location,Islamabad,2.4,3.8616,Errand/Supplies,00:04:00,0.066666667,36,,,
21-02-2016,11:47:00 AM,21-02-2016,12:01:00 PM,Business,Islamabad,Islamabad,4.6,7.4014,Errand/Supplies,00:14:00,0.233333333,19.71428571,,,
21-02-2016,12:13:00 PM,21-02-2016,12:35:00 PM,Business,Islamabad,Unknown Location,8.8,14.1592,Meal/Entertain,00:22:00,0.366666667,24,,,
21-02-2016,12:51:00 PM,21-02-2016,01:12:00 PM,Business,Unknown Location,Unknown Location,8.3,13.3547,Temporary Site,00:21:00,0.35,23.71428571,,,
21-02-2016,01:33:00 PM,21-02-2016,02:30:00 PM,Business,Unknown Location,Unknown Location,22.7,36.5243,Temporary Site,00:57:00,0.95,23.89473684,,,
21-02-2016,02:36:00 PM,21-02-2016,03:03:00 PM,Business,Unknown Location,Islamabad,13,20.917,Temporary Site,00:27:00,0.45,28.88888889,,,
21-02-2016,03:14:00 PM,21-02-2016,03:31:00 PM,Business,Islamabad,Noorpur Shahan,8.1,13.0329,Temporary Site,00:17:00,0.283333333,28.58823529,,,
21-02-2016,03:36:00 PM,21-02-2016,03:41:00 PM,Business,Noorpur Shahan,Unknown Location,2.2,3.5398,Meal/Entertain,00:05:00,0.083333333,26.4,,,
21-02-2016,04:04:00 PM,21-02-2016,04:32:00 PM,Business,Unknown Location,Unknown Location,9.7,15.6073,,00:28:00,0.466666667,20.78571429,,,
21-02-2016,11:15:00 PM,21-02-2016,11:52:00 PM,Business,Unknown Location,R?walpindi,20,32.18,Meeting,00:37:00,0.616666667,32.43243243,,,
22-02-2016,09:54:00 PM,22-02-2016,10:09:00 PM,Business,Morrisville,Cary,8.1,13.0329,Customer Visit,00:15:00,0.25,32.4,,,
24-02-2016,02:30:00 PM,24-02-2016,02:35:00 PM,Business,Whitebridge,Preston,1.5,2.4135,,00:05:00,0.083333333,18,,,
24-02-2016,03:19:00 PM,24-02-2016,03:25:00 PM,Business,Preston,Whitebridge,1.7,2.7353,Errand/Supplies,00:06:00,0.1,17,,,
25-02-2016,04:27:00 PM,25-02-2016,04:35:00 PM,Business,Whitebridge,Heritage Pines,3.1,4.9879,Errand/Supplies,00:08:00,0.133333333,23.25,,,
25-02-2016,04:47:00 PM,25-02-2016,05:02:00 PM,Business,Heritage Pines,Whitebridge,3.2,5.1488,Errand/Supplies,00:15:00,0.25,12.8,,,
25-02-2016,05:16:00 PM,25-02-2016,05:36:00 PM,Business,Whitebridge,Tanglewood,6,9.654,Meal/Entertain,00:20:00,0.333333333,18,,,
25-02-2016,06:22:00 PM,25-02-2016,06:39:00 PM,Business,Tanglewood,Whitebridge,5.8,9.3322,Meal/Entertain,00:17:00,0.283333333,20.47058824,,,
26-02-2016,09:06:00 AM,26-02-2016,09:29:00 AM,Business,Whitebridge,Westpark Place,6.3,10.1367,,00:23:00,0.383333333,16.43478261,,,
26-02-2016,11:05:00 AM,26-02-2016,11:11:00 AM,Personal,Westpark Place,Whitebridge,1.7,2.7353,,00:06:00,0.1,17,,,
26-02-2016,11:35:00 AM,26-02-2016,11:59:00 AM,Business,Cary,Durham,10.6,17.0554,Meeting,00:24:00,0.4,26.5,,,
26-02-2016,01:01:00 PM,26-02-2016,01:24:00 PM,Business,Durham,Cary,9.9,15.9291,Meeting,00:23:00,0.383333333,25.82608696,,,
26-02-2016,02:38:00 PM,26-02-2016,02:46:00 PM,Personal,Whitebridge,Westpark Place,1.9,3.0571,,00:08:00,0.133333333,14.25,,,
26-02-2016,03:00:00 PM,26-02-2016,03:18:00 PM,Personal,Westpark Place,Hazelwood,4.2,6.7578,,00:18:00,0.3,14,,,
26-02-2016,05:01:00 PM,26-02-2016,05:12:00 PM,Personal,Hazelwood,Whitebridge,2,3.218,,00:11:00,0.183333333,10.90909091,,,
28-02-2016,05:22:00 AM,28-02-2016,05:38:00 AM,Business,Whitebridge,Waverly Place,7.7,12.3893,Meeting,00:16:00,0.266666667,28.875,,,
28-02-2016,09:26:00 AM,28-02-2016,09:42:00 AM,Business,Waverly Place,Whitebridge,6.8,10.9412,Meeting,00:16:00,0.266666667,25.5,,,
